2026-05-02 00:06:05.174 | INFO     | DuckDB     | DuckDB | 所有核心表结构初始化完成 (含热点板块)
2026-05-02 00:06:05.174 | INFO     | DuckDB     | DuckDB 核心就绪: E:\1target\p9_project\quant-platform\data\meta\meta.db
2026-05-02 00:07:18.410 | INFO     | Backtest   | [回测 4/5] 模拟第 71/491 笔交易: 华明装备...
2026-05-02 00:07:18.792 | INFO     | Backtest   | [回测 4/5] 模拟第 81/491 笔交易: 北京利尔...
2026-05-02 00:07:19.081 | INFO     | Backtest   | [回测 4/5] 模拟第 91/491 笔交易: 长高电新...
2026-05-02 00:07:19.408 | INFO     | Backtest   | [回测 4/5] 模拟第 101/491 笔交易: 金杯电工...
2026-05-02 00:07:19.709 | INFO     | Backtest   | [回测 4/5] 模拟第 111/491 笔交易: 中京电子...
2026-05-02 00:07:19.981 | INFO     | Backtest   | [回测 4/5] 模拟第 121/491 笔交易: 福建金森...
2026-05-02 00:07:20.285 | INFO     | Backtest   | [回测 4/5] 模拟第 131/491 笔交易: 通宇通讯...
2026-05-02 00:07:20.638 | INFO     | Backtest   | [回测 4/5] 模拟第 141/491 笔交易: 联诚精密...
2026-05-02 00:07:20.977 | INFO     | Backtest   | [回测 4/5] 模拟第 151/491 笔交易: 同兴科技...
2026-05-02 00:07:21.359 | INFO     | Backtest   | [回测 4/5] 模拟第 161/491 笔交易: 安诺其...
2026-05-02 00:07:21.698 | INFO     | Backtest   | [回测 4/5] 模拟第 171/491 笔交易: 行云科技...
2026-05-02 00:07:22.008 | INFO     | Backtest   | [回测 4/5] 模拟第 181/491 笔交易: 海峡创新...
2026-05-02 00:07:22.302 | INFO     | Backtest   | [回测 4/5] 模拟第 191/491 笔交易: 富临精工...
2026-05-02 00:07:22.566 | INFO     | Backtest   | [回测 4/5] 模拟第 201/491 笔交易: 高澜股份...
2026-05-02 00:07:22.854 | INFO     | Backtest   | [回测 4/5] 模拟第 211/491 笔交易: 安车检测...
2026-05-02 00:07:23.198 | INFO     | Backtest   | [回测 4/5] 模拟第 221/491 笔交易: 杭州园林...
2026-05-02 00:07:23.453 | INFO     | Backtest   | [回测 4/5] 模拟第 231/491 笔交易: 岱勒新材...
2026-05-02 00:07:23.740 | INFO     | Backtest   | [回测 4/5] 模拟第 241/491 笔交易: 震安科技...
2026-05-02 00:07:24.067 | INFO     | Backtest   | [回测 4/5] 模拟第 251/491 笔交易: 金春股份...
2026-05-02 00:07:24.521 | INFO     | Backtest   | [回测 4/5] 模拟第 261/491 笔交易: 崧盛股份...
2026-05-02 00:07:24.869 | INFO     | Backtest   | [回测 4/5] 模拟第 271/491 笔交易: 铜冠铜箔...
2026-05-02 00:07:25.163 | INFO     | Backtest   | [回测 4/5] 模拟第 281/491 笔交易: 五矿发展...
2026-05-02 00:07:25.586 | INFO     | Backtest   | [回测 4/5] 模拟第 291/491 笔交易: 长春一东...
2026-05-02 00:07:25.893 | INFO     | Backtest   | [回测 4/5] 模拟第 301/491 笔交易: 国电南自...
2026-05-02 00:07:26.200 | INFO     | Backtest   | [回测 4/5] 模拟第 311/491 笔交易: 浙江龙盛...
2026-05-02 00:07:26.563 | INFO     | Backtest   | [回测 4/5] 模拟第 321/491 笔交易: 晋西车轴...
2026-05-02 00:07:26.861 | INFO     | Backtest   | [回测 4/5] 模拟第 331/491 笔交易: 华谊集团...
2026-05-02 00:07:27.275 | INFO     | Backtest   | [回测 4/5] 模拟第 341/491 笔交易: 西藏城投...
2026-05-02 00:07:27.584 | INFO     | Backtest   | [回测 4/5] 模拟第 351/491 笔交易: 内蒙一机...
2026-05-02 00:07:27.920 | INFO     | Backtest   | [回测 4/5] 模拟第 361/491 笔交易: 中国国航...
2026-05-02 00:07:28.276 | INFO     | Backtest   | [回测 4/5] 模拟第 371/491 笔交易: 会稽山...
2026-05-02 00:07:28.581 | INFO     | Backtest   | [回测 4/5] 模拟第 381/491 笔交易: 科林电气...
2026-05-02 00:07:28.970 | INFO     | Backtest   | [回测 4/5] 模拟第 391/491 笔交易: 汇通集团...
2026-05-02 00:07:29.259 | INFO     | Backtest   | [回测 4/5] 模拟第 401/491 笔交易: 迪生力...
2026-05-02 00:07:29.608 | INFO     | Backtest   | [回测 4/5] 模拟第 411/491 笔交易: 司太立...
2026-05-02 00:07:29.994 | INFO     | Backtest   | [回测 4/5] 模拟第 421/491 笔交易: 泰晶科技...
2026-05-02 00:07:30.296 | INFO     | Backtest   | [回测 4/5] 模拟第 431/491 笔交易: 鼎胜新材...
2026-05-02 00:07:30.587 | INFO     | Backtest   | [回测 4/5] 模拟第 441/491 笔交易: 康德莱...
2026-05-02 00:07:30.928 | INFO     | Backtest   | [回测 4/5] 模拟第 451/491 笔交易: 德才股份...
2026-05-02 00:07:31.204 | INFO     | Backtest   | [回测 4/5] 模拟第 461/491 笔交易: 德林海...
2026-05-02 00:07:31.467 | INFO     | Backtest   | [回测 4/5] 模拟第 471/491 笔交易: 恒誉环保...
2026-05-02 00:07:31.801 | INFO     | Backtest   | [回测 4/5] 模拟第 481/491 笔交易: 芯联集成-U...
2026-05-02 00:07:32.162 | INFO     | Backtest   | [回测 4/5] 模拟第 491/491 笔交易: 同益中...
2026-05-02 00:07:32.185 | INFO     | Backtest   | [回测 5/5] 回测任务完成: 381笔(含0笔平手离场)
2026-05-02 00:13:27.855 | INFO     | DuckDB     | DuckDB | 所有核心表结构初始化完成 (含热点板块)
2026-05-02 00:13:27.856 | INFO     | DuckDB     | DuckDB 核心就绪: E:\1target\p9_project\quant-platform\data\meta\meta.db
2026-05-02 00:13:27.861 | INFO     | Backtest   | [回测 1/5] 筛选回测目标股票...
2026-05-02 00:13:27.870 | INFO     | Backtest   | [回测 2/5] 加载 5010 只股票的历史数据进行快速扫描...
2026-05-02 00:13:41.700 | INFO     | Backtest   | [回测 3/5] 计算策略信号 (基于日线信号库)...
2026-05-02 00:13:41.708 | INFO     | Screener   | 🧬 [Loader] 识别到类继承策略: MA5AngleOriginalStrategy
2026-05-02 00:13:53.411 | INFO     | Backtest   | [回测 4/5] 处理 658 条信号，执行精细分钟线仿真...
2026-05-02 00:13:53.413 | INFO     | Backtest   | [回测 4/5] 模拟第 1/658 笔交易: 全新好...
2026-05-02 00:13:53.765 | INFO     | Backtest   | [回测 4/5] 模拟第 11/658 笔交易: 新金路...
2026-05-02 00:13:54.092 | INFO     | Backtest   | [回测 4/5] 模拟第 21/658 笔交易: 金岭矿业...
2026-05-02 00:13:54.431 | INFO     | Backtest   | [回测 4/5] 模拟第 31/658 笔交易: 山高环能...
2026-05-02 00:13:54.761 | INFO     | Backtest   | [回测 4/5] 模拟第 41/658 笔交易: 神火股份...
2026-05-02 00:13:55.064 | INFO     | Backtest   | [回测 4/5] 模拟第 51/658 笔交易: 华瓷股份...
2026-05-02 00:13:55.376 | INFO     | Backtest   | [回测 4/5] 模拟第 61/658 笔交易: 山东威达...
2026-05-02 00:13:55.756 | INFO     | Backtest   | [回测 4/5] 模拟第 71/658 笔交易: 沧州明珠...
2026-05-02 00:13:56.140 | INFO     | Backtest   | [回测 4/5] 模拟第 81/658 笔交易: 游族网络...
2026-05-02 00:13:56.464 | INFO     | Backtest   | [回测 4/5] 模拟第 91/658 笔交易: 北化股份...
2026-05-02 00:13:56.779 | INFO     | Backtest   | [回测 4/5] 模拟第 101/658 笔交易: 亚太股份...
2026-05-02 00:13:57.108 | INFO     | Backtest   | [回测 4/5] 模拟第 111/658 笔交易: 慈文传媒...
2026-05-02 00:13:57.440 | INFO     | Backtest   | [回测 4/5] 模拟第 121/658 笔交易: 梦洁股份...
2026-05-02 00:13:57.711 | INFO     | Backtest   | [回测 4/5] 模拟第 131/658 笔交易: 江苏神通...
2026-05-02 00:13:58.015 | INFO     | Backtest   | [回测 4/5] 模拟第 141/658 笔交易: 蓝丰生化...
2026-05-02 00:13:58.350 | INFO     | Backtest   | [回测 4/5] 模拟第 151/658 笔交易: 东方铁塔...
2026-05-02 00:13:58.646 | INFO     | Backtest   | [回测 4/5] 模拟第 161/658 笔交易: 日上集团...
2026-05-02 00:13:58.885 | INFO     | Backtest   | [回测 4/5] 模拟第 171/658 笔交易: 利君股份...
2026-05-02 00:13:59.183 | INFO     | Backtest   | [回测 4/5] 模拟第 181/658 笔交易: 海洋王...
2026-05-02 00:13:59.467 | INFO     | Backtest   | [回测 4/5] 模拟第 191/658 笔交易: 易明医药...
2026-05-02 00:13:59.755 | INFO     | Backtest   | [回测 4/5] 模拟第 201/658 笔交易: 天奥电子...
2026-05-02 00:14:00.066 | INFO     | Backtest   | [回测 4/5] 模拟第 211/658 笔交易: 海象新材...
2026-05-02 00:14:00.360 | INFO     | Backtest   | [回测 4/5] 模拟第 221/658 笔交易: 九洲集团...
2026-05-02 00:14:00.641 | INFO     | Backtest   | [回测 4/5] 模拟第 231/658 笔交易: 世纪瑞尔...
2026-05-02 00:14:00.917 | INFO     | Backtest   | [回测 4/5] 模拟第 241/658 笔交易: 方直科技...
2026-05-02 00:14:01.152 | INFO     | Backtest   | [回测 4/5] 模拟第 251/658 笔交易: 国瓷材料...
2026-05-02 00:14:01.421 | INFO     | Backtest   | [回测 4/5] 模拟第 261/658 笔交易: 易事特...
2026-05-02 00:14:01.687 | INFO     | Backtest   | [回测 4/5] 模拟第 271/658 笔交易: 航天智装...
2026-05-02 00:14:01.954 | INFO     | Backtest   | [回测 4/5] 模拟第 281/658 笔交易: 海顺新材...
2026-05-02 00:14:02.282 | INFO     | Backtest   | [回测 4/5] 模拟第 291/658 笔交易: 筑博设计...
2026-05-02 00:14:02.580 | INFO     | Backtest   | [回测 4/5] 模拟第 301/658 笔交易: 晨化股份...
2026-05-02 00:14:02.866 | INFO     | Backtest   | [回测 4/5] 模拟第 311/658 笔交易: 延江股份...
2026-05-02 00:14:03.130 | INFO     | Backtest   | [回测 4/5] 模拟第 321/658 笔交易: 万隆光电...
2026-05-02 00:14:03.393 | INFO     | Backtest   | [回测 4/5] 模拟第 331/658 笔交易: 震安科技...
2026-05-02 00:14:03.692 | INFO     | Backtest   | [回测 4/5] 模拟第 341/658 笔交易: 美畅股份...
2026-05-02 00:14:04.084 | INFO     | Backtest   | [回测 4/5] 模拟第 351/658 笔交易: 华绿生物...
2026-05-02 00:14:04.476 | INFO     | Backtest   | [回测 4/5] 模拟第 361/658 笔交易: 严牌股份...
2026-05-02 00:14:04.759 | INFO     | Backtest   | [回测 4/5] 模拟第 371/658 笔交易: 中远通...
2026-05-02 00:14:05.054 | INFO     | Backtest   | [回测 4/5] 模拟第 381/658 笔交易: 特变电工...
2026-05-02 00:14:05.355 | INFO     | Backtest   | [回测 4/5] 模拟第 391/658 笔交易: 莲花控股...
2026-05-02 00:14:05.614 | INFO     | Backtest   | [回测 4/5] 模拟第 401/658 笔交易: 国电南自...
2026-05-02 00:14:05.888 | INFO     | Backtest   | [回测 4/5] 模拟第 411/658 笔交易: 西藏天路...
2026-05-02 00:14:06.190 | INFO     | Backtest   | [回测 4/5] 模拟第 421/658 笔交易: 华胜天成...
2026-05-02 00:14:06.477 | INFO     | Backtest   | [回测 4/5] 模拟第 431/658 笔交易: 贵航股份...
2026-05-02 00:14:06.732 | INFO     | Backtest   | [回测 4/5] 模拟第 441/658 笔交易: 氯碱化工...
2026-05-02 00:14:07.022 | INFO     | Backtest   | [回测 4/5] 模拟第 451/658 笔交易: 金牛化工...
2026-05-02 00:14:07.282 | INFO     | Backtest   | [回测 4/5] 模拟第 461/658 笔交易: 厦工股份...
2026-05-02 00:14:07.594 | INFO     | Backtest   | [回测 4/5] 模拟第 471/658 笔交易: 渤海汽车...
2026-05-02 00:14:07.847 | INFO     | Backtest   | [回测 4/5] 模拟第 481/658 笔交易: 中信金属...
2026-05-02 00:14:08.152 | INFO     | Backtest   | [回测 4/5] 模拟第 491/658 笔交易: 百隆东方...
2026-05-02 00:14:08.417 | INFO     | Backtest   | [回测 4/5] 模拟第 501/658 笔交易: 明阳智能...
2026-05-02 00:14:08.761 | INFO     | Backtest   | [回测 4/5] 模拟第 511/658 笔交易: 亚普股份...
2026-05-02 00:14:09.101 | INFO     | Backtest   | [回测 4/5] 模拟第 521/658 笔交易: 共进股份...
2026-05-02 00:14:09.333 | INFO     | Backtest   | [回测 4/5] 模拟第 531/658 笔交易: 望变电气...
2026-05-02 00:14:09.618 | INFO     | Backtest   | [回测 4/5] 模拟第 541/658 笔交易: 上海雅仕...
2026-05-02 00:14:09.957 | INFO     | Backtest   | [回测 4/5] 模拟第 551/658 笔交易: 勘设股份...
2026-05-02 00:14:10.359 | INFO     | Backtest   | [回测 4/5] 模拟第 561/658 笔交易: 中曼石油...
2026-05-02 00:14:10.682 | INFO     | Backtest   | [回测 4/5] 模拟第 571/658 笔交易: 宁波高发...
2026-05-02 00:14:11.047 | INFO     | Backtest   | [回测 4/5] 模拟第 581/658 笔交易: 嘉友国际...
2026-05-02 00:14:11.347 | INFO     | Backtest   | [回测 4/5] 模拟第 591/658 笔交易: 三孚股份...
2026-05-02 00:14:11.666 | INFO     | Backtest   | [回测 4/5] 模拟第 601/658 笔交易: 咸亨国际...
2026-05-02 00:14:11.960 | INFO     | Backtest   | [回测 4/5] 模拟第 611/658 笔交易: 园林股份...
2026-05-02 00:14:12.212 | INFO     | Backtest   | [回测 4/5] 模拟第 621/658 笔交易: 德林海...
2026-05-02 00:14:12.493 | INFO     | Backtest   | [回测 4/5] 模拟第 631/658 笔交易: 统联精密...
2026-05-02 00:14:12.860 | INFO     | Backtest   | [回测 4/5] 模拟第 641/658 笔交易: 信科移动-U...
2026-05-02 00:14:13.126 | INFO     | Backtest   | [回测 4/5] 模拟第 651/658 笔交易: 上纬新材...
2026-05-02 00:14:13.367 | INFO     | Backtest   | [回测 5/5] 回测任务完成: 492笔(含0笔平手离场)
2026-05-02 00:14:13.639 | INFO     | Backtest   | [回测 1/5] 筛选回测目标股票...
2026-05-02 00:14:13.656 | INFO     | Backtest   | [回测 2/5] 加载 5010 只股票的历史数据进行快速扫描...
2026-05-02 00:14:27.484 | INFO     | Backtest   | [回测 3/5] 计算策略信号 (基于日线信号库)...
2026-05-02 00:14:27.490 | INFO     | Screener   | 🧬 [Loader] 识别到类继承策略: MA5AngleOriginalStrategy
2026-05-02 00:14:38.899 | INFO     | Backtest   | [回测 3/5] 上证红盘过滤: 658 → 491 条信号
2026-05-02 00:14:38.899 | INFO     | Backtest   | [回测 4/5] 处理 491 条信号，执行精细分钟线仿真...
2026-05-02 00:14:38.900 | INFO     | Backtest   | [回测 4/5] 模拟第 1/491 笔交易: 全新好...
2026-05-02 00:14:39.317 | INFO     | Backtest   | [回测 4/5] 模拟第 11/491 笔交易: 青岛双星...
2026-05-02 00:14:39.676 | INFO     | Backtest   | [回测 4/5] 模拟第 21/491 笔交易: 山高环能...
2026-05-02 00:14:40.015 | INFO     | Backtest   | [回测 4/5] 模拟第 31/491 笔交易: 广济药业...
2026-05-02 00:14:40.373 | INFO     | Backtest   | [回测 4/5] 模拟第 41/491 笔交易: 百通能源...
2026-05-02 00:14:40.742 | INFO     | Backtest   | [回测 4/5] 模拟第 51/491 笔交易: 沧州明珠...
2026-05-02 00:14:41.078 | INFO     | Backtest   | [回测 4/5] 模拟第 61/491 笔交易: 九鼎新材...
2026-05-02 00:14:41.432 | INFO     | Backtest   | [回测 4/5] 模拟第 71/491 笔交易: 华明装备...
2026-05-02 00:14:41.769 | INFO     | Backtest   | [回测 4/5] 模拟第 81/491 笔交易: 北京利尔...
2026-05-02 00:14:42.114 | INFO     | Backtest   | [回测 4/5] 模拟第 91/491 笔交易: 长高电新...
2026-05-02 00:14:42.434 | INFO     | Backtest   | [回测 4/5] 模拟第 101/491 笔交易: 金杯电工...
2026-05-02 00:14:42.739 | INFO     | Backtest   | [回测 4/5] 模拟第 111/491 笔交易: 中京电子...
2026-05-02 00:14:43.015 | INFO     | Backtest   | [回测 4/5] 模拟第 121/491 笔交易: 福建金森...
2026-05-02 00:14:43.315 | INFO     | Backtest   | [回测 4/5] 模拟第 131/491 笔交易: 通宇通讯...
2026-05-02 00:14:43.630 | INFO     | Backtest   | [回测 4/5] 模拟第 141/491 笔交易: 联诚精密...
2026-05-02 00:14:43.960 | INFO     | Backtest   | [回测 4/5] 模拟第 151/491 笔交易: 同兴科技...
2026-05-02 00:14:44.253 | INFO     | Backtest   | [回测 4/5] 模拟第 161/491 笔交易: 安诺其...
2026-05-02 00:14:44.550 | INFO     | Backtest   | [回测 4/5] 模拟第 171/491 笔交易: 行云科技...
2026-05-02 00:14:44.819 | INFO     | Backtest   | [回测 4/5] 模拟第 181/491 笔交易: 海峡创新...
2026-05-02 00:14:45.147 | INFO     | Backtest   | [回测 4/5] 模拟第 191/491 笔交易: 富临精工...
2026-05-02 00:14:45.398 | INFO     | Backtest   | [回测 4/5] 模拟第 201/491 笔交易: 高澜股份...
2026-05-02 00:14:45.688 | INFO     | Backtest   | [回测 4/5] 模拟第 211/491 笔交易: 安车检测...
2026-05-02 00:14:45.984 | INFO     | Backtest   | [回测 4/5] 模拟第 221/491 笔交易: 杭州园林...
2026-05-02 00:14:46.235 | INFO     | Backtest   | [回测 4/5] 模拟第 231/491 笔交易: 岱勒新材...
2026-05-02 00:14:46.507 | INFO     | Backtest   | [回测 4/5] 模拟第 241/491 笔交易: 震安科技...
2026-05-02 00:14:46.812 | INFO     | Backtest   | [回测 4/5] 模拟第 251/491 笔交易: 金春股份...
2026-05-02 00:14:47.195 | INFO     | Backtest   | [回测 4/5] 模拟第 261/491 笔交易: 崧盛股份...
2026-05-02 00:14:47.515 | INFO     | Backtest   | [回测 4/5] 模拟第 271/491 笔交易: 铜冠铜箔...
2026-05-02 00:14:47.830 | INFO     | Backtest   | [回测 4/5] 模拟第 281/491 笔交易: 五矿发展...
